"CHART","VAR","SEXF","HTCMGRP","L","M","S","P3","P5","P10","P25","P50","P75","P90","P95","P97"
"CDC","HTWT_GT2YR",0,"[93,94)",-1.017588552,14.05233041,0.076425662,12.28815023,12.48457136,12.7997264,13.36375794,14.05233041,14.81644595,15.57961215,16.07550416,16.41497639
"CDC","HTWT_GT2YR",0,"[94,95)",-1.077941994,14.29522185,0.07664088,12.50262539,12.70153676,13.02102616,13.59389429,14.29522185,15.07616355,15.85909086,16.36947582,16.71964365
"CDC","HTWT_GT2YR",0,"[95,96)",-1.146773671,14.54147499,0.076885365,12.72043131,12.92172471,13.24542786,13.82709389,14.54147499,15.3400845,16.14423022,16.6704272,17.03237842
"CDC","HTWT_GT2YR",0,"[96,97)",-1.224269596,14.79134177,0.07715739,12.94186266,13.14542179,13.47320539,14.06361249,14.79134177,15.60850108,16.435439,16.97890086,17.35384839
"CDC","HTWT_GT2YR",0,"[97,98)",-1.310558831,15.04506152,0.077454707,13.16720979,13.37291056,13.70462839,14.30369892,15.04506152,15.88168735,16.73311035,17.29543503,17.6847315
"CDC","HTWT_GT2YR",0,"[98,99)",-1.405713355,15.30285949,0.077774507,13.39675772,13.60446875,13.9399615,14.54759427,15.30285949,16.15989645,17.03761835,17.62056129,18.02571601
"CDC","HTWT_GT2YR",0,"[99,100)",-1.509717075,15.56494815,0.078113436,13.6307828,13.84036679,14.17946326,14.79553258,15.56494815,16.4433606,17.34931547,17.95480122,18.3774979
"CDC","HTWT_GT2YR",0,"[100,101)",-1.622491233,15.83152429,0.078467542,13.86955335,14.08086791,14.42338546,15.04773906,15.83152429,16.73228676,17.66852815,18.29866436,18.74078304
"CDC","HTWT_GT2YR",0,"[101,102)",-1.743825743,16.10277448,0.078832409,14.11332298,14.3262235,14.6719715,15.30443284,16.10277448,17.02686105,17.99555569,18.65264302,19.11628039
"CDC","HTWT_GT2YR",0,"[102,103)",-1.873365511,16.37887678,0.079203258,14.3623275,14.57667057,14.92545486,15.56582724,16.37887678,17.32724961,18.33066799,19.01720839,19.5046992
"CDC","HTWT_GT2YR",0,"[103,104)",-2.010641647,16.65999867,0.079574978,14.61678517,14.83243136,15.18405792,15.83212792,16.65999867,17.63359604,18.67410169,19.39280771,19.90675015
"CDC","HTWT_GT2YR",0,"[104,105)",-2.154957918,16.94630912,0.079942558,14.8768847,15.09370466,15.44798851,16.10353776,16.94630912,17.94603443,19.02606388,19.77985667,20.32312999
"CDC","HTWT_GT2YR",0,"[105,106)",-2.305458316,17.23797444,0.08030117,15.14278742,15.36066627,15.71743814,16.38025293,17.23797444,18.26468632,19.38672911,20.1787374,20.75452347
"CDC","HTWT_GT2YR",0,"[106,107)",-2.461019713,17.53517134,0.080646757,15.41461403,15.63345894,15.99257708,16.66246685,17.53517134,18.58967772,19.75624737,20.58979116,21.20158343
"CDC","HTWT_GT2YR",0,"[107,108)",-2.62033059,17.83808212,0.080976208,15.69244676,15.91219242,16.27355169,16.95036489,17.83808212,18.92113785,20.13474455,21.01331726,21.66492986
"CDC","HTWT_GT2YR",0,"[108,109)",-2.781787762,18.14690821,0.0812881,15.97631447,16.19693164,16.56047764,17.24412681,18.14690821,19.25922069,20.52233698,21.44956767,22.14512329
"CDC","HTWT_GT2YR",0,"[109,110)",-2.943638944,18.46185811,0.081582687,16.26619982,16.48769998,16.85343765,17.54391749,18.46185811,19.60409781,20.91913269,21.89875002,22.64266738
"CDC","HTWT_GT2YR",0,"[110,111)",-3.103888502,18.78315936,0.081862656,16.56202375,16.78446659,17.15247356,17.84988762,18.78315936,19.95598136,21.32525216,22.36102622,23.15797665
"CDC","HTWT_GT2YR",0,"[111,112)",-3.260482798,19.11103983,0.082132791,16.86365693,17.08715301,17.4575854,18.16216193,19.11103983,20.31510927,21.74082861,22.83652027,23.69138309
"CDC","HTWT_GT2YR",0,"[112,113)",-3.411305599,19.44572803,0.082400213,17.17091316,17.39562697,17.76872619,18.48083577,19.44572803,20.68175356,22.16602327,23.32532325,24.24311525
"CDC","HTWT_GT2YR",0,"[113,114)",-3.554288672,19.78744004,0.082674023,17.48355487,17.70970539,18.08580073,18.80596716,19.78744004,21.05620975,22.60102871,23.82750255,24.81329664
"CDC","HTWT_GT2YR",0,"[114,115)",-3.687600863,20.13635563,0.082964333,17.80130995,18.02916633,18.40866976,19.13756712,20.13635563,21.43876754,23.04605609,24.34311131,25.40196582
"CDC","HTWT_GT2YR",0,"[115,116)",-3.809599339,20.49262111,0.083282267,18.12386353,18.35374284,18.73714656,19.47560008,20.49262111,21.8297156,23.50134403,24.87219375,26.00905839
"CDC","HTWT_GT2YR",0,"[116,117)",-3.919005213,20.85632542,0.083638758,18.45087764,18.68313795,19.0710044,19.81997697,20.85632542,22.22930525,23.96713325,25.41479043,26.63443908
"CDC","HTWT_GT2YR",0,"[117,118)",-4.014882272,21.2274989,0.084044246,18.78199002,19.01702441,19.40997727,20.17055644,21.2274989,22.63774393,24.44365939,25.97093854,27.27790257
"CDC","HTWT_GT2YR",0,"[118,119)",-4.096683061,21.60610366,0.084508001,19.11682286,19.35505216,19.75376486,20.52714418,21.60610366,23.05517462,24.93113135,26.54066898,27.93919453
"CDC","HTWT_GT2YR",0,"[119,120)",-4.164160421,21.9920407,0.085038256,19.45497491,19.69684281,20.1020308,20.88949663,21.9920407,23.48168087,25.42972912,27.12400191,28.61800412
"CDC","HTWT_GT2YR",0,"[120,121)",-4.217425718,22.3851382,0.085641503,19.79603451,20.0420005,20.45440956,21.25732015,22.3851382,23.91726195,25.93957405,27.72093757,29.31399641
"CDC","HTWT_GT2YR",0,"[121,122)",-4.256802224,22.78516628,0.086323118,20.13956381,20.3900999,20.81050076,21.63027567,22.78516628,24.36185175,26.46073804,28.33145034,30.02679082
"CDC","HTWT_GT2YR",1,"[77,77]",-0.957840869,10.08653219,0.081713853,8.739261615,8.888586869,9.128540802,9.55907995,10.08653219,10.674144,11.26334412,11.64739801,11.91084201
"CDC","HTWT_GT2YR",1,"(77,78)",-0.935908436,10.19868351,0.081394448,8.839167516,8.990097375,9.232504092,9.667046213,10.19868351,10.78999185,11.38184191,11.76703846,12.03099456
"CDC","HTWT_GT2YR",1,"[78,79)",-0.89621042,10.42217324,0.080780644,9.038517201,9.192590101,9.439808634,9.882231734,10.42217324,11.02093382,11.61830668,12.00603364,12.27123186
"CDC","HTWT_GT2YR",1,"[79,80)",-0.863423474,10.64473659,0.080208403,9.23736905,9.39448496,9.646379965,10.09652511,10.64473659,11.25114165,11.85449919,12.24521487,12.51204563
"CDC","HTWT_GT2YR",1,"[80,81)",-0.839250279,10.86657146,0.079687207,9.43587839,9.595921376,9.852343066,10.31005891,10.86657146,11.4809532,12.09096109,12.48528658,12.75426396
"CDC","HTWT_GT2YR",1,"[81,82)",-0.825395013,11.08788714,0.079225952,9.634213141,9.797050683,10.05783406,10.52297639,11.08788714,11.71072003,12.32825177,12.72697467,12.99873959
"CDC","HTWT_GT2YR",1,"[82,83)",-0.823487667,11.30890397,0.078832728,9.832552217,9.998035565,10.26300074,10.73543239,11.30890397,11.94080449,12.56694308,12.97102053,13.24634405
"CDC","HTWT_GT2YR",1,"[83,84)",-0.834997067,11.52985331,0.078514592,10.03108351,10.19904933,10.46800322,10.94759478,11.52985331,12.17157684,12.80761383,13.21817476,13.49796154
"CDC","HTWT_GT2YR",1,"[84,85)",-0.861125495,11.75097872,0.078277372,10.23000087,10.40027462,10.67301464,11.15964652,11.75097872,12.40341329,13.05084457,13.46919053,13.75448195
"CDC","HTWT_GT2YR",1,"[85,86)",-0.90275588,11.97253416,0.078125431,10.42950375,10.60190372,10.87822198,11.37178607,11.97253416,12.63669132,13.29721122,13.72481792,14.01679695
"CDC","HTWT_GT2YR",1,"[86,87)",-0.960308955,12.19478883,0.078061602,10.62979128,10.80413535,11.08382637,11.5842315,12.19478883,12.87179128,13.54728098,13.98579574,14.28578915
"CDC","HTWT_GT2YR",1,"[87,88)",-1.033704489,12.41802682,0.078087089,10.83106129,11.00717426,11.29004337,11.79722112,12.41802682,13.10909353,13.80160677,14.25284528,14.56232653
"CDC","HTWT_GT2YR",1,"[88,89)",-1.122303405,12.64254963,0.078201515,11.03350713,11.21122918,11.49710258,12.01101528,12.64254963,13.34897889,14.06072319,14.52666298,14.84725316
"CDC","HTWT_GT2YR",1,"[89,90)",-1.224887418,12.86867851,0.07840306,11.23731521,11.41651085,11.70524667,12.22589739,12.86867851,13.59182967,14.32514317,14.80791321,15.14137958
"CDC","HTWT_GT2YR",1,"[90,91)",-1.339655646,13.09675786,0.078688751,11.44266196,11.62322932,11.91472966,12.44217465,13.09675786,13.83803305,14.59535621,15.0972208,15.44547079
"CDC","HTWT_GT2YR",1,"[91,92)",-1.464342037,13.32715202,0.079054697,11.64971679,11.83159463,12.12581512,12.66017439,13.32715202,14.08797892,14.87182549,15.39516617,15.76023982
"CDC","HTWT_GT2YR",1,"[92,93)",-1.596224732,13.56025156,0.079496621,11.85863674,12.04181213,12.33877299,12.88024501,13.56025156,14.34206849,15.15499004,15.70227723,16.0863298
"CDC","HTWT_GT2YR",1,"[93,94)",-1.732305592,13.79646793,0.080010179,12.06957102,12.25408376,12.55387711,13.10275007,13.79646793,14.6007123,15.44526407,16.01902591,16.42430655
"CDC","HTWT_GT2YR",1,"[94,95)",-1.869440665,14.03623165,0.080591346,12.28266198,12.46860734,12.77140239,13.32806438,14.03623165,14.86433237,15.74303877,16.34582383,16.77464616
"CDC","HTWT_GT2YR",1,"[95,96)",-2.004558693,14.27998232,0.081236502,12.49805271,12.68558031,12.99162337,13.55656614,14.27998232,15.13335566,16.04868075,16.68302101,17.13773099
"CDC","HTWT_GT2YR",1,"[96,97)",-2.134764169,14.5281658,0.08194262,12.71588767,12.9051993,13.21481233,13.78863356,14.5281658,15.40821452,16.36253385,17.0309025,17.51383737
"CDC","HTWT_GT2YR",1,"[97,98)",-2.257524917,14.78122196,0.082707038,12.93632124,13.12766544,13.44123956,14.02463766,14.78122196,15.68933564,16.68491497,17.38968816,17.90313512
"CDC","HTWT_GT2YR",1,"[98,99)",-2.370762249,15.03957746,0.083527227,13.15952176,13.35318702,13.67117381,14.2649386,15.03957746,15.97713269,17.01611063,17.75953058,18.30568297
"CDC","HTWT_GT2YR",1,"[99,100)",-2.472965302,15.30363303,0.084400264,13.38568043,13.58198599,13.9048846,14.50988056,15.30363303,16.2719909,17.35636782,18.14051413,18.72143304
"CDC","HTWT_GT2YR",1,"[100,101)",-2.563140425,15.5737634,0.085322654,13.61500935,13.81429721,14.14264285,14.759793,15.5737634,16.57426445,17.70589007,18.5326498,19.15022213
"CDC","HTWT_GT2YR",1,"[101,102)",-2.640873937,15.8503043,0.086289668,13.84775164,14.05037619,14.38472456,15.01498669,15.8503043,16.88425753,18.06482316,18.93587281,19.59178174
"CDC","HTWT_GT2YR",1,"[102,103)",-2.706178899,16.1335593,0.087295416,14.08417388,14.29049454,14.63141037,15.27575841,16.1335593,17.20222861,18.4332529,19.35003441,20.04572382
"CDC","HTWT_GT2YR",1,"[103,104)",-2.759500412,16.42379037,0.088332358,14.32457385,14.53494603,14.88298893,15.54238872,16.42379037,17.52837462,18.8111906,19.77489735,20.51154925
"CDC","HTWT_GT2YR",1,"[104,105)",-2.801578893,16.72122308,0.089391426,14.56927503,14.78404331,15.13975644,15.8151455,16.72122308,17.86283343,19.1985691,20.21012731,20.98863696
"CDC","HTWT_GT2YR",1,"[105,106)",-2.833376069,17.02604617,0.090461996,14.81862634,15.03811803,15.40201748,16.09428485,17.02604617,18.20567994,19.5952351,20.65528582,21.47624048
"CDC","HTWT_GT2YR",1,"[106,107)",-2.855987198,17.33841369,0.09153201,15.07299942,15.29751915,15.67008464,16.38005272,17.33841369,18.55692603,20.00094429,21.10982248,21.97348019
"CDC","HTWT_GT2YR",1,"[107,108)",-2.870584724,17.65844486,0.092588053,15.33278813,15.56261274,15.94427872,16.67268526,17.65844486,18.91651802,20.41535516,21.57306793,22.47933846
"CDC","HTWT_GT2YR",1,"[108,109)",-2.878341197,17.98622785,0.093615622,15.59840399,15.83377861,16.2249273,16.97241047,17.98622785,19.28434006,20.83802746,22.04422649,22.99264818
"CDC","HTWT_GT2YR",1,"[109,110)",-2.880404823,18.32181829,0.094599184,15.87027673,16.11141079,16.5123649,17.27944769,18.32181829,19.66021061,21.2684158,22.5223689,23.51208703
"CDC","HTWT_GT2YR",1,"[110,111)",-2.877853767,18.66524194,0.095522442,16.14885045,16.39591448,16.80693136,17.5940083,18.66524194,20.04388538,21.7058694,23.00642737,24.03616881
"CDC","HTWT_GT2YR",1,"[111,112)",-2.871676584,19.01649457,0.096368448,16.43458256,16.6877053,17.10897135,17.91629559,19.01649457,20.43505617,22.14962753,23.49518765,24.56323314
"CDC","HTWT_GT2YR",1,"[112,113)",-2.86277466,19.37553957,0.097119646,16.72794483,16.98720984,17.41883434,18.24650364,19.37553957,20.8333469,22.59881442,23.98728419,25.09144275
"CDC","HTWT_GT2YR",1,"[113,114)",-2.851915004,19.74231348,0.097758211,17.02941648,17.29486046,17.73687191,18.58481884,19.74231348,21.23832075,23.05244169,24.48119347,25.61876629
"CDC","HTWT_GT2YR",1,"[114,115)",-2.839760032,20.11672014,0.098265916,17.33948852,17.61109835,18.06343891,18.93141779,20.11672014,21.64947133,23.50939939,24.97522873,26.14297963
"CDC","HTWT_GT2YR",1,"[115,116)",-2.826824189,20.4986363,0.098624434,17.65865664,17.93636825,18.39889081,19.28646882,20.4986363,22.06622967,23.96845835,25.46753358,26.66164921
"CDC","HTWT_GT2YR",1,"[116,117)",-2.813480089,20.88790914,0.09881529,17.98742223,18.27111906,18.74358385,19.65013122,20.88790914,22.48795967,24.42826397,25.95607618,27.17212889
"CDC","HTWT_GT2YR",1,"[117,118)",-2.799924586,21.28435965,0.09882,18.32628747,18.61580027,19.09787338,20.02255635,21.28435965,22.91396132,24.8873352,26.43864271,27.67154822
"CDC","HTWT_GT2YR",1,"[118,119)",-2.786142221,21.6877854,0.098620143,18.67575115,18.97085907,19.46211272,20.40388907,21.6877854,23.34347238,25.34406179,26.91283039,28.15680318
"CDC","HTWT_GT2YR",1,"[119,120)",-2.771843402,22.09796571,0.098197431,19.03630228,19.33673586,19.83665164,20.79427025,22.09796571,23.77567219,25.79670194,27.37603973,28.62454542
"CDC","HTWT_GT2YR",1,"[120,121)",-2.756365595,22.51466977,0.097533789,19.4084109,19.71385824,20.22183471,21.19384134,22.51466977,24.20968794,26.24338024,27.82546527,29.07117005
"CDC","HTWT_GT2YR",1,"[121,122)",-2.738514883,22.93766971,0.09661143,19.79251446,20.10263208,20.61799935,21.6027518,22.93766971,24.64460473,26.68208549,28.25808429,29.49280125
"WHO","HTWT",0,"[45,45.5)",-0.3521,2.441,0.09182,2.043085,2.106981,2.175173,2.295939,2.441,2.598735,2.752713,2.850807,2.951324
"WHO","HTWT",0,"[45.5,46)",-0.3521,2.5244,0.09153,2.114041,2.179956,2.250293,2.374837,2.5244,2.686987,2.84566,2.946724,3.050268
"WHO","HTWT",0,"[46,46.5)",-0.3521,2.6077,0.09124,2.18499,2.252911,2.325378,2.453671,2.6077,2.775097,2.938422,3.042427,3.148968
"WHO","HTWT",0,"[46.5,47)",-0.3521,2.6913,0.09094,2.25631,2.326226,2.400814,2.532835,2.6913,2.863471,3.031408,3.138329,3.247837
"WHO","HTWT",0,"[47,47.5)",-0.3521,2.7755,0.09065,2.32817,2.400092,2.47681,2.612577,2.7755,2.952467,3.125038,3.234886,3.347375
"WHO","HTWT",0,"[47.5,48)",-0.3521,2.8609,0.09036,2.401115,2.475063,2.553931,2.69348,2.8609,3.042704,3.219945,3.332742,3.448234
"WHO","HTWT",0,"[48,48.5)",-0.3521,2.948,0.09007,2.475566,2.551572,2.632625,2.776015,2.948,3.134712,3.316691,3.43248,3.551015
"WHO","HTWT",0,"[48.5,49)",-0.3521,3.0377,0.08977,2.552331,2.630444,2.713732,2.861048,3.0377,3.229426,3.41624,3.53508,3.65672
"WHO","HTWT",0,"[49,49.5)",-0.3521,3.1308,0.08948,2.631991,2.712292,2.797902,2.949299,3.1308,3.327737,3.519578,3.641592,3.76646
"WHO","HTWT",0,"[49.5,50)",-0.3521,3.2276,0.08919,2.71485,2.79742,2.88544,3.04107,3.2276,3.42994,3.626994,3.752297,3.880511
"WHO","HTWT",0,"[50,50.5)",-0.3521,3.3278,0.0889,2.80066,2.885574,2.976081,3.13608,3.3278,3.535715,3.738145,3.86684,3.998505
"WHO","HTWT",0,"[50.5,51)",-0.3521,3.4311,0.08861,2.889173,2.976497,3.06956,3.234048,3.4311,3.644741,3.852691,3.984869,4.120075
"WHO","HTWT",0,"[51,51.5)",-0.3521,3.5376,0.08831,2.980535,3.070327,3.166008,3.335092,3.5376,3.757096,3.970687,4.106421,4.245244
"WHO","HTWT",0,"[51.5,52)",-0.3521,3.6477,0.08801,3.075034,3.167371,3.26575,3.439571,3.6477,3.873226,4.092626,4.232023,4.374568
"WHO","HTWT",0,"[52,52.5)",-0.3521,3.762,0.08771,3.173182,3.268154,3.369328,3.548053,3.762,3.993768,4.219179,4.362364,4.50876
"WHO","HTWT",0,"[52.5,53)",-0.3521,3.8814,0.08741,3.275745,3.373464,3.477551,3.661388,3.8814,4.119672,4.351347,4.49848,4.648887
"WHO","HTWT",0,"[53,53.5)",-0.3521,4.006,0.08711,3.382814,3.483394,3.590514,3.779675,4.006,4.251043,4.489236,4.640477,4.795059
"WHO","HTWT",0,"[53.5,54)",-0.3521,4.1354,0.08681,3.494059,3.597603,3.707865,3.902538,4.1354,4.387451,4.632391,4.787883,4.946784
"WHO","HTWT",0,"[54,54.5)",-0.3521,4.2693,0.08651,3.609233,3.715835,3.829338,4.029697,4.2693,4.528577,4.78047,4.940342,5.103693
"WHO","HTWT",0,"[54.5,55)",-0.3521,4.4066,0.08621,3.727413,3.837139,3.953952,4.160116,4.4066,4.67325,4.932235,5.096575,5.264463
"WHO","HTWT",0,"[55,55.5)",-0.3521,4.5467,0.08592,3.848024,3.960933,4.081121,4.293202,4.5467,4.820865,5.08708,5.255972,5.428484
"WHO","HTWT",0,"[55.5,56)",-0.3521,4.6892,0.08563,3.970797,4.086931,4.210535,4.428606,4.6892,4.970965,5.244488,5.417981,5.595166
"WHO","HTWT",0,"[56,56.5)",-0.3521,4.8338,0.08535,4.095407,4.214808,4.341875,4.566015,4.8338,5.123266,5.404194,5.582349,5.764267
"WHO","HTWT",0,"[56.5,57)",-0.3521,4.9796,0.08507,4.221164,4.343844,4.474383,4.704609,4.9796,5.276779,5.565121,5.747942,5.934596
"WHO","HTWT",0,"[57,57.5)",-0.3521,5.1259,0.08481,4.347314,4.473289,4.607318,4.843662,5.1259,5.430838,5.726639,5.914155,6.105576
"WHO","HTWT",0,"[57.5,58)",-0.3521,5.2721,0.08455,4.473502,4.602751,4.740248,4.982669,5.2721,5.584736,5.887933,6.080102,6.276246
"WHO","HTWT",0,"[58,58.5)",-0.3521,5.418,0.0843,4.599472,4.731982,4.872933,5.121406,5.418,5.738301,6.048861,6.245662,6.446507
"WHO","HTWT",0,"[58.5,59)",-0.3521,5.5632,0.08406,4.724876,4.860627,5.005008,5.259492,5.5632,5.891111,6.208982,6.410382,6.615894
"WHO","HTWT",0,"[59,59.5)",-0.3521,5.7074,0.08383,4.849452,4.988415,5.136198,5.39664,5.7074,6.042854,6.36797,6.573927,6.784063
"WHO","HTWT",0,"[59.5,60)",-0.3521,5.8501,0.08362,4.972673,5.114823,5.265982,5.532339,5.8501,6.193047,6.52536,6.735847,6.950579
"WHO","HTWT",0,"[60,60.5)",-0.3521,5.9907,0.08342,5.09411,5.239396,5.393876,5.666051,5.9907,6.341016,6.68041,6.89535,7.114604
"WHO","HTWT",0,"[60.5,61)",-0.3521,6.1284,0.08324,5.212973,5.36134,5.519084,5.796979,6.1284,6.485965,6.832326,7.05165,7.275354
"WHO","HTWT",0,"[61,61.5)",-0.3521,6.2632,0.08308,5.329248,5.480644,5.641597,5.925116,6.2632,6.6279,6.981122,7.204766,7.432856
"WHO","HTWT",0,"[61.5,62)",-0.3521,6.3954,0.08292,5.44338,5.597732,5.761815,6.05082,6.3954,6.767053,7.126957,7.354806,7.587165
"WHO","HTWT",0,"[62,62.5)",-0.3521,6.5251,0.08279,5.555138,5.71242,5.87961,6.174063,6.5251,6.903673,7.270234,7.502278,7.738897
"WHO","HTWT",0,"[62.5,63)",-0.3521,6.6527,0.08266,5.665162,5.825317,5.99555,6.29534,6.6527,7.038046,7.411123,7.647269,7.888055
"WHO","HTWT",0,"[63,63.5)",-0.3521,6.7786,0.08255,5.773573,5.936584,6.109844,6.414944,6.7786,7.170696,7.55027,7.79051,8.035457
"WHO","HTWT",0,"[63.5,64)",-0.3521,6.9028,0.08245,5.88047,6.046305,6.22256,6.532913,6.9028,7.301578,7.687586,7.931881,8.180948
"WHO","HTWT",0,"[64,64.5)",-0.3521,7.0255,0.08236,5.986016,6.15465,6.333872,6.649434,7.0255,7.430906,7.823298,8.071618,8.324777
"WHO","HTWT",0,"[64.5,65)",-0.3521,7.1467,0.08229,6.090089,6.261515,6.443698,6.764459,7.1467,7.558736,7.95752,8.209873,8.467133
"WHO","HTWT",0,"[65,65.5)",-0.3521,7.2666,0.08223,6.192965,6.367164,6.55229,6.87822,7.2666,7.685232,8.090377,8.346744,8.608089
"WHO","HTWT",0,"[65.5,66)",-0.3521,7.3854,0.08218,6.294807,6.471767,6.659823,6.990901,7.3854,7.810607,8.222098,8.482471,8.747892
"WHO","HTWT",0,"[66,66.5)",-0.3521,7.5034,0.08215,6.395745,6.57548,6.766481,7.102739,7.5034,7.935237,8.353132,8.617553,8.887095
"WHO","HTWT",0,"[66.5,67)",-0.3521,7.6206,0.08213,6.49589,6.678396,6.872341,7.213776,7.6206,8.059071,8.483379,8.751853,9.025525
"WHO","HTWT",0,"[67,67.5)",-0.3521,7.737,0.08212,6.595235,6.78051,6.977398,7.324011,7.737,8.182112,8.612843,8.885379,9.16319
"WHO","HTWT",0,"[67.5,68)",-0.3521,7.8526,0.08212,6.693776,6.881819,7.081648,7.43344,7.8526,8.304363,8.741529,9.018137,9.300099
"WHO","HTWT",0,"[68,68.5)",-0.3521,7.9674,0.08214,6.791378,6.982208,7.185,7.542013,7.9674,8.425883,8.869561,9.150293,9.436461
"WHO","HTWT",0,"[68.5,69)",-0.3521,8.0816,0.08216,6.888461,7.082064,7.287805,7.650014,8.0816,8.546773,8.996931,9.281768,9.572124
"WHO","HTWT",0,"[69,69.5)",-0.3521,8.1955,0.08219,6.985149,7.181539,7.390244,7.757678,8.1955,8.667407,9.124096,9.413071,9.707649
"WHO","HTWT",0,"[69.5,70)",-0.3521,8.3092,0.08224,7.081388,7.2806,7.492309,7.865043,8.3092,8.787957,9.251294,9.544487,9.843373
"WHO","HTWT",0,"[70,70.5)",-0.3521,8.4227,0.08229,7.177438,7.379471,7.594181,7.972213,8.4227,8.908303,9.378287,9.675696,9.978888
"WHO","HTWT",0,"[70.5,71)",-0.3521,8.5358,0.08235,7.272991,7.477858,7.695586,8.078943,8.5358,9.028296,9.504978,9.806637,10.11417
"WHO","HTWT",0,"[71,71.5)",-0.3521,8.648,0.08241,7.367757,7.575438,7.796163,8.184813,8.648,9.147347,9.630686,9.936572,10.24843
"WHO","HTWT",0,"[71.5,72)",-0.3521,8.7594,0.08248,7.461678,7.672178,7.895907,8.289862,8.7594,9.265626,9.755654,10.06579,10.38198
"WHO","HTWT",0,"[72,72.5)",-0.3521,8.8697,0.08254,7.55478,7.768056,7.994741,8.393916,8.8697,9.382688,9.879288,10.19359,10.51406
"WHO","HTWT",0,"[72.5,73)",-0.3521,8.9788,0.08262,7.646549,7.862618,8.092279,8.496715,8.9788,9.49862,10.00187,10.3204,10.64519
"WHO","HTWT",0,"[73,73.5)",-0.3521,9.0865,0.08269,7.737245,7.956055,8.188637,8.598234,9.0865,9.613018,10.12279,10.44546,10.77448
"WHO","HTWT",0,"[73.5,74)",-0.3521,9.1927,0.08276,7.82664,8.048159,8.283627,8.698324,9.1927,9.725841,10.24205,10.56882,10.90203
"WHO","HTWT",0,"[74,74.5)",-0.3521,9.2974,0.08283,7.914735,8.138929,8.377249,8.796986,9.2974,9.837087,10.35967,10.69049,11.02784
"WHO","HTWT",0,"[74.5,75)",-0.3521,9.401,0.08289,8.00202,8.228845,8.469968,8.894657,9.401,9.947111,10.47594,10.81073,11.15214
"WHO","HTWT",0,"[75,75.5)",-0.3521,9.5032,0.08295,8.088095,8.317519,8.561412,8.990996,9.5032,10.05566,10.59067,10.92939,11.27481
"WHO","HTWT",0,"[75.5,76)",-0.3521,9.6041,0.08301,8.173043,8.405039,8.651671,9.086097,9.6041,10.16285,10.70398,11.04658,11.39598
"WHO","HTWT",0,"[76,76.5)",-0.3521,9.7033,0.08307,8.256526,8.491054,8.740385,9.179582,9.7033,10.26824,10.8154,11.16183,11.51515
"WHO","HTWT",0,"[76.5,77)",-0.3521,9.8007,0.08311,8.338773,8.575747,8.827684,9.27148,9.8007,10.3716,10.92455,11.27465,11.63173
"WHO","HTWT",0,"[77,77.5)",-0.3521,9.8963,0.08314,8.419636,8.658991,8.913462,9.361732,9.8963,10.47298,11.03155,11.38522,11.74594
"WHO","HTWT",0,"[77.5,78)",-0.3521,9.9902,0.08317,8.499043,8.740739,8.997703,9.450372,9.9902,10.57257,11.13666,11.49384,11.85814
"WHO","HTWT",0,"[78,78.5)",-0.3521,10.0827,0.08318,8.577574,8.821532,9.080901,9.537811,10.0827,10.67054,11.23993,11.60047,11.96819
"WHO","HTWT",0,"[78.5,79)",-0.3521,10.1741,0.08318,8.65533,8.9015,9.16322,9.624271,10.1741,10.76727,11.34182,11.70563,12.07668
"WHO","HTWT",0,"[79,79.5)",-0.3521,10.2649,0.08316,8.732905,8.981224,9.245227,9.710293,10.2649,10.86321,11.44274,11.80969,12.18395
"WHO","HTWT",0,"[79.5,80)",-0.3521,10.3558,0.08313,8.810738,9.061183,9.327443,9.796476,10.3558,10.95919,11.54361,11.91365,12.29106
"WHO","HTWT",0,"[80,80.5)",-0.3521,10.4475,0.08308,8.889597,9.142137,9.410618,9.88355,10.4475,11.05585,11.64505,12.0181,12.39858
"WHO","HTWT",0,"[80.5,81)",-0.3521,10.5405,0.08301,8.969915,9.22453,9.495209,9.971992,10.5405,11.15373,11.74761,12.12362,12.50708
"WHO","HTWT",0,"[81,81.5)",-0.3521,10.6352,0.08293,9.051873,9.308575,9.581465,10.06212,10.6352,11.25332,11.8519,12.23085,12.61731
"WHO","HTWT",0,"[81.5,82)",-0.3521,10.7322,0.08284,9.135985,9.394803,9.669929,10.15449,10.7322,11.35525,11.95856,12.34049,12.72995
"WHO","HTWT",0,"[82,82.5)",-0.3521,10.8321,0.08273,9.222944,9.483891,9.761267,10.24976,10.8321,11.46008,12.06811,12.45299,12.84545
"WHO","HTWT",0,"[82.5,83)",-0.3521,10.935,0.0826,9.312846,9.575937,9.855578,10.34802,10.935,11.56791,12.18064,12.56846,12.96389
"WHO","HTWT",0,"[83,83.5)",-0.3521,11.0415,0.08246,9.406036,9.671326,9.953286,10.44977,11.0415,11.67945,12.29698,12.6878,13.08626
"WHO","HTWT",0,"[83.5,84)",-0.3521,11.1516,0.08231,9.502522,9.770064,10.0544,10.55502,11.1516,11.7947,12.41712,12.811,13.21254
"WHO","HTWT",0,"[84,84.5)",-0.3521,11.2651,0.08215,9.602142,9.871983,10.15874,10.66357,11.2651,11.91343,12.54083,12.93781,13.34249
"WHO","HTWT",0,"[84.5,85)",-0.3521,11.3817,0.08198,9.704648,9.976826,10.26604,10.77516,11.3817,12.03533,12.66777,13.06789,13.47573
