"CHART","VAR","SEXF","AGEGRP","L","M","S","P3","P5","P10","P25","P50","P75","P90","P95","P97"
"CDC","WTKG",0,"[0,0]",1.815151075,3.530203168,0.152385273,2.355450986,2.52690402,2.773801848,3.150611082,3.530203168,3.879076559,4.17249339,4.34029274,4.446488308
"CDC","WTKG",0,"(0,1)",1.547523128,4.003106424,0.146025021,2.799548641,2.964655655,3.209510017,3.597395573,4.003106424,4.387422565,4.718161283,4.910130108,5.032624982
"CDC","WTKG",0,"[1,2)",1.068795548,4.879525083,0.136478767,3.614688072,3.774848862,4.020561446,4.428872952,4.879525083,5.327327567,5.728152752,5.967101615,6.121929103
"CDC","WTKG",0,"[2,3)",0.695973505,5.672888765,0.129677511,4.34234145,4.503255345,4.754479354,5.183377547,5.672888765,6.175598158,6.638979132,6.921119162,7.106250132
"CDC","WTKG",0,"[3,4)",0.41981509,6.391391982,0.124717085,4.992897896,5.157411653,5.416802856,5.866806254,6.391391982,6.942217106,7.460702368,7.781401145,7.993878049
"CDC","WTKG",0,"[4,5)",0.219866801,7.041836432,0.121040119,5.575169066,5.744751566,6.01371624,6.484969167,7.041836432,7.635323002,8.202193202,8.556813353,8.793443663
"CDC","WTKG",0,"[5,6)",0.077505598,7.630425182,0.1182712,6.096775274,6.272175299,6.551379244,7.043626918,7.630425182,8.262032991,8.871384112,9.255614546,9.51330656
"CDC","WTKG",0,"[6,7)",-0.02190761,8.162951035,0.116153695,6.564430346,6.745992665,7.035656404,7.548345716,8.162951035,8.828786159,9.47546616,9.885435743,10.16135019
"CDC","WTKG",0,"[7,8)",-0.0894409,8.644832479,0.114510349,6.984123338,7.171952393,7.472021438,8.004398775,8.644832479,9.34149038,10.02101374,10.45331433,10.74492376
"CDC","WTKG",0,"[8,9)",-0.1334091,9.081119817,0.113217163,7.361236116,7.555286752,7.865532922,8.416718775,9.081119817,9.805593364,10.51406421,10.96573632,11.27083843
"CDC","WTKG",0,"[9,10)",-0.1600954,9.476500305,0.11218624,7.700624405,7.90075516,8.220839211,8.789881892,9.476500305,10.22612395,10.96017225,11.42867623,11.74538465
"CDC","WTKG",0,"[10,11)",-0.17429685,9.835307701,0.111354536,8.006677447,8.212683538,8.542195484,9.128109523,9.835307701,10.60772151,11.36445045,11.84763282,12.17435729
"CDC","WTKG",0,"[11,12)",-0.1797189,10.16153567,0.110676413,8.283364855,8.494999555,8.833485623,9.43527941,10.16153567,10.9546603,11.73160184,12.2276612,12.56308347
"CDC","WTKG",0,"[12,13)",-0.179254,10.45885399,0.110118635,8.534275028,8.751264252,9.098245709,9.714941801,10.45885399,11.27087147,12.06594792,12.57340193,12.91645043
"CDC","WTKG",0,"[13,14)",-0.17518447,10.7306256,0.109656941,8.762648582,8.984701111,9.339687673,9.970337596,10.7306256,11.55996332,12.37145331,12.88910809,13.23893338
"CDC","WTKG",0,"[14,15)",-0.16932268,10.97992482,0.109273653,8.971407287,9.198222429,9.560722369,10.20441778,10.97992482,11.82524099,12.65174864,13.17867019,13.53462171
"CDC","WTKG",0,"[15,16)",-0.1631139,11.20955529,0.10895596,9.163180317,9.394453831,9.763981751,10.41986276,11.20955529,12.06972515,12.91015164,13.44563963,13.80724431
"CDC","WTKG",0,"[16,17)",-0.15770999,11.4220677,0.108694678,9.340328068,9.575756968,9.951839998,10.61910138,11.4220677,12.29616991,13.14968707,13.6932508,14.0601935
"CDC","WTKG",0,"[17,18)",-0.15402279,11.61977698,0.108483324,9.504964014,9.744250626,10.12643352,10.80432929,11.61977698,12.50708008,13.37310558,13.92444193,14.29654774
"CDC","WTKG",0,"[18,19)",-0.15276214,11.80477902,0.108317416,9.658974787,9.901830339,10.28967982,10.97752662,11.80477902,12.70472779,13.58290165,14.14187481,14.51909298
"CDC","WTKG",0,"[19,20)",-0.15446658,11.9789663,0.108193944,9.804039109,10.05018686,10.44329524,11.14047457,11.9789663,12.89116805,13.78133058,14.34795358,14.73034312
"CDC","WTKG",0,"[20,21)",-0.15952202,12.14404334,0.108110954,9.941644878,10.19082308,10.58881155,11.2947714,12.14404334,13.06825426,13.9704249,14.54484233,14.93255878
"CDC","WTKG",0,"[21,22)",-0.16817926,12.30154103,0.108067236,10.07310549,10.32507004,10.72759156,11.44184727,12.30154103,13.23765258,14.15200982,14.73448194,15.12776542
"CDC","WTKG",0,"[22,23)",-0.1805668,12.45283028,0.108062078,10.19957488,10.45410181,10.86084353,11.58297823,12.45283028,13.40085582,14.3277181,14.91860604,15.31777023
"CDC","WTKG",0,"[23,24)",-0.19670196,12.59913494,0.108095077,10.32206165,10.57894925,10.98963476,11.7192993,12.59913494,13.55919667,14.49900418,15.09875606,15.50417803
"CDC","WTKG",0,"[24,25)",-0.216501213,12.74154396,0.108166006,10.4414422,10.70051298,11.11490406,11.85181666,12.74154396,13.71386029,14.6671577,15.27629562,15.68840631
"CDC","WTKG",0,"[25,26)",-0.239790488,12.88102276,0.108274706,10.55847309,10.81957536,11.23747341,11.98141892,12.88102276,13.86589625,14.83331632,15.45242405,15.87169941
"CDC","WTKG",0,"[26,27)",-0.266315853,13.01842382,0.108421025,10.67380261,10.93681171,11.35805876,12.10888759,13.01842382,14.0162298,14.99847794,15.62818936,16.05514188
"CDC","WTKG",0,"[27,28)",-0.295754969,13.1544966,0.10860477,10.78798157,11.05280067,11.47727994,12.23490671,13.1544966,14.1656725,15.16351231,15.80450043,16.23967114
"CDC","WTKG",0,"[28,29)",-0.327729368,13.28989667,0.108825681,10.90147346,11.168034,11.59566994,12.36007175,13.28989667,14.31493214,15.32917196,15.98213866,16.42608957
"CDC","WTKG",0,"[29,30)",-0.361817468,13.42519408,0.109083424,11.01466395,11.28292555,11.7136834,12.48489772,13.42519408,14.46462206,15.49610261,16.16176896,16.61507584
"CDC","WTKG",0,"[30,31)",-0.397568087,13.56088113,0.109377581,11.12786972,11.3978197,11.83170451,12.60982671,13.56088113,14.61526973,15.66485286,16.34395025,16.80719583
"CDC","WTKG",0,"[31,32)",-0.434520252,13.69737858,0.109707646,11.24134752,11.51299966,11.95005435,12.73523417,13.69737858,14.76732387,15.83588309,16.52914562,17.00291386
"CDC","WTKG",0,"[32,33)",-0.472188756,13.83504622,0.110073084,11.3552982,11.62869248,12.06899744,12.86143776,13.83504622,14.9211657,16.00957526,16.71773017,17.2025984
"CDC","WTKG",0,"[33,34)",-0.510116627,13.97418299,0.110473254,11.46987889,11.74507892,12.18874828,12.98869962,13.97418299,15.07711012,16.18623907,16.91000204,17.40653734
"CDC","WTKG",0,"[34,35)",-0.547885579,14.1150324,0.1109074,11.58520959,11.86229971,12.30947723,13.11723187,14.1150324,15.23541179,16.36611917,17.10619066,17.61494698
"CDC","WTKG",0,"[35,36)",-0.58507011,14.25779618,0.111374787,11.70137143,11.98045644,12.43131521,13.24720657,14.25779618,15.3962791,16.54940494,17.30646132,17.8279717
"CDC","WTKG",0,"[36,37)",-0.621319726,14.40262749,0.111874514,11.81842214,12.09962308,12.55435953,13.37875374,14.40262749,15.5598683,16.73623287,17.51092666,18.04570363
"CDC","WTKG",0,"[37,38)",-0.656295986,14.54964614,0.112405687,11.93639129,12.21984466,12.67867752,13.51197197,14.54964614,15.72629889,16.92669619,17.7196494,18.26817893
"CDC","WTKG",0,"[38,39)",-0.689735029,14.69893326,0.112967254,12.05529277,12.34114672,12.80431149,13.64692711,14.69893326,15.89564892,17.12084685,17.93265202,18.49539445
"CDC","WTKG",0,"[39,40)",-0.721410388,14.85054151,0.11355811,12.17512305,12.46353554,12.93128204,13.78365965,14.85054151,16.06796532,17.31870281,18.14992024,18.72730763
"CDC","WTKG",0,"[40,41)",-0.751175223,15.00449143,0.114176956,12.29587074,12.5870056,13.05959214,13.92218431,15.00449143,16.24326063,17.52024974,18.37141087,18.96385009
"CDC","WTKG",0,"[41,42)",-0.778904279,15.16078454,0.114822482,12.41751102,12.71153714,13.18922941,14.06249859,15.16078454,16.4215262,17.72544898,18.59705318,19.20492292
"CDC","WTKG",0,"[42,43)",-0.804515498,15.31940246,0.115493292,12.54001161,12.83710098,13.32016918,14.2045836,15.31940246,16.60273167,17.93423997,18.8267549,19.45040584
"CDC","WTKG",0,"[43,44)",-0.828003255,15.48030313,0.116187777,12.66334091,12.96366474,13.45237788,14.34840318,15.48030313,16.78682117,18.14654091,19.06040859,19.70016918
"CDC","WTKG",0,"[44,45)",-0.849380372,15.64343309,0.116904306,12.78746137,13.09118938,13.5858142,14.49391163,15.64343309,16.97372594,18.36225594,19.29789203,19.95406774
"CDC","WTKG",0,"[45,46)",-0.86869965,15.80872535,0.117641148,12.91233523,13.21963362,13.72043155,14.64105343,15.80872535,17.16336229,18.58127627,19.53907323,20.21194963
"CDC","WTKG",0,"[46,47)",-0.886033992,15.97610456,0.118396541,13.03792328,13.34895376,13.85617947,14.78976688,15.97610456,17.3556371,18.80348418,19.78381251,20.47365655
"CDC","WTKG",0,"[47,48)",-0.901507878,16.14548194,0.119168555,13.16419231,13.47910915,13.99300607,14.93998212,16.14548194,17.55044259,19.02875229,20.03196776,20.73903469
"CDC","WTKG",0,"[48,49)",-0.915241589,16.31676727,0.11995532,13.29110715,13.61005739,14.13085804,15.0916281,16.31676727,17.74766896,19.25695041,20.28339348,21.00792648
"CDC","WTKG",0,"[49,50)",-0.927377772,16.4898646,0.120754916,13.41863676,13.74175874,14.26968247,15.24463077,16.4898646,17.94720007,19.48794495,20.53794512,21.28017953
"CDC","WTKG",0,"[50,51)",-0.938069819,16.66467529,0.121565421,13.54675344,13.87417598,14.40942768,15.39891519,16.66467529,18.14891672,19.72160147,20.79548054,21.55564717
"CDC","WTKG",0,"[51,52)",-0.94747794,16.84109948,0.122384927,13.67543322,14.0072749,14.55004391,15.55440665,16.84109948,18.35269841,19.95778649,21.05586181,21.83419011
"CDC","WTKG",0,"[52,53)",-0.955765694,17.01903746,0.123211562,13.8046561,14.14102471,14.69148397,15.71103166,17.01903746,18.55842485,20.19636905,21.31895671,22.11567799
"CDC","WTKG",0,"[53,54)",-0.963096972,17.1983908,0.124043503,13.93440617,14.27539832,14.83370375,15.86871877,17.1983908,18.76597736,20.43722215,21.58464011,22.39999059
"CDC","WTKG",0,"[54,55)",-0.969633434,17.37906341,0.124878992,14.06467165,14.41037252,14.97666256,16.0273993,17.37906341,18.9752401,20.68022399,21.85279508,22.68701888
"CDC","WTKG",0,"[55,56)",-0.975532355,17.56096245,0.125716348,14.19544485,14.54592801,15.12032345,16.18700795,17.56096245,19.18610119,20.92525904,22.12331387,22.97666583
"CDC","WTKG",0,"[56,57)",-0.980937915,17.74400082,0.126554022,14.3267205,14.68204842,15.26465308,16.34748412,17.74400082,19.39845556,21.17221993,22.3960982,23.26884512
"CDC","WTKG",0,"[57,58)",-0.986006518,17.92809121,0.127390453,14.45850147,14.81872422,15.40962296,16.50876909,17.92809121,19.61219848,21.42100482,22.67106204,23.56348925
"CDC","WTKG",0,"[58,59)",-0.99086694,18.11315625,0.128224294,14.59079005,14.95594682,15.55520788,16.670811,18.11315625,19.82723683,21.67152294,22.94812899,23.86053886
"CDC","WTKG",0,"[59,60)",-0.995644402,18.29912286,0.129054277,14.7235931,15.09371211,15.70138696,16.83356209,18.29912286,20.04348292,21.92369204,23.22723469,24.15995003
"CDC","WTKG",0,"[60,61)",-1.000453886,18.48592413,0.129879257,14.85692044,15.23201937,15.8481433,16.99697963,18.48592413,20.26085668,22.17743954,23.50832656,24.46169255
"CDC","WTKG",0,"[61,62)",-1.005399668,18.67349965,0.130698212,14.99078448,15.37087094,15.9954639,17.16102601,18.67349965,20.47928605,22.43270288,23.79136391,24.76574995
"CDC","WTKG",0,"[62,63)",-1.010575003,18.86179576,0.131510245,15.12519986,15.51027205,16.14333947,17.32566884,18.86179576,20.69870731,22.6894297,24.07631802,25.07211926
"CDC","WTKG",0,"[63,64)",-1.016061941,19.05076579,0.132314586,15.26018306,15.65023042,16.29176433,17.49088098,19.05076579,20.9190654,22.94757799,24.36317198,25.38081076
"CDC","WTKG",0,"[64,65)",-1.021931241,19.24037019,0.133110593,15.39575201,15.79075599,16.44073615,17.65664052,19.24037019,21.14031403,23.20711615,24.65192058,25.69184758
"CDC","WTKG",0,"[65,66)",-1.028242376,19.43057662,0.133897752,15.53192567,15.93186059,16.59025577,17.82293074,19.43057662,21.36241588,23.46802293,24.94257,26.00526525
"CDC","WTKG",0,"[66,67)",-1.035043608,19.62136007,0.134675673,15.66872366,16.07355758,16.74032694,17.98974005,19.62136007,21.58534268,23.73028735,25.23513755,26.32111112
"CDC","WTKG",0,"[67,68)",-1.042372125,19.8127028,0.13544409,15.80616582,16.21586154,16.8909561,18.15706188,19.8127028,21.80907518,23.99390857,25.52965118,26.63944376
"CDC","WTKG",0,"[68,69)",-1.050254232,20.0045944,0.13620286,15.94427185,16.35878793,17.04215212,18.32489457,20.0045944,22.03360322,24.25889565,25.82614911,26.96033222
"CDC","WTKG",0,"[69,70)",-1.058705595,20.19703171,0.136951959,16.08306098,16.50235277,17.19392605,18.49324122,20.19703171,22.25892561,24.52526733,26.12467926,27.28385531
"CDC","WTKG",0,"[70,71)",-1.067731529,20.39001872,0.137691478,16.22255158,16.64657235,17.34629087,18.66210955,20.39001872,22.48505007,24.79305175,26.42529873,27.6101008
"CDC","WTKG",0,"[71,72)",-1.077321193,20.58356862,0.138421673,16.36275897,16.79146158,17.49926081,18.83151262,20.58356862,22.71199557,25.06228739,26.72807261,27.93916194
"CDC","WTKG",0,"[72,73)",-1.087471249,20.77769565,0.139142773,16.50370229,16.93703875,17.65285271,19.00146515,20.77769565,22.93978291,25.33301794,27.03307565,28.27114631
"CDC","WTKG",0,"[73,74)",-1.098152984,20.97242631,0.139855242,16.64539409,17.08331814,17.80708353,19.17198834,20.97242631,23.16844769,25.60529875,27.34038832,28.60616106
"CDC","WTKG",0,"[74,75)",-1.10933408,21.16779192,0.140559605,16.78784656,17.23031439,17.96197153,19.34310643,21.16779192,23.39803173,25.87919213,27.6500983,28.94432077
"CDC","WTKG",0,"[75,76)",-1.120974043,21.36383013,0.141256489,16.93106986,17.37804118,18.11753578,19.51484724,21.36383013,23.62858485,26.15476795,27.96229925,29.2857444
"CDC","WTKG",0,"[76,77)",-1.133024799,21.56058467,0.141946613,17.07507197,17.52651109,18.2737959,19.68724198,21.56058467,23.86016456,26.43210324,28.27709021,29.63055429
"CDC","WTKG",0,"[77,78)",-1.145431351,21.75810506,0.142630785,17.21985864,17.6757355,18.43077195,19.86032494,21.75810506,24.09283575,26.71128177,28.59457486,29.97887524
"CDC","WTKG",0,"[78,79)",-1.158132499,21.95644627,0.143309898,17.36543339,17.82572453,18.58848423,20.03413327,21.95644627,24.32667035,26.99239357,28.91486092,30.33083356
"CDC","WTKG",0,"[79,80)",-1.171061612,22.15566842,0.143984924,17.51179749,17.97648696,18.74695318,20.20870673,22.15566842,24.56174697,27.27553447,29.23805946,30.68655618
"CDC","WTKG",0,"[80,81)",-1.184141975,22.35583862,0.144656953,17.65894807,18.12802886,18.90619877,20.38408835,22.35583862,24.79815314,27.56080718,29.56428369,31.04616685
"CDC","WTKG",0,"[81,82)",-1.197307185,22.55702268,0.145327009,17.80688538,18.28035866,19.06624222,20.56032091,22.55702268,25.03597537,27.84831538,29.89365038,31.40979543
"CDC","WTKG",0,"[82,83)",-1.210475099,22.75929558,0.145996289,17.95560314,18.4334803,19.22710346,20.73745116,22.75929558,25.27531174,28.13817063,30.2262764,31.77756321
"CDC","WTKG",0,"[83,84)",-1.223565263,22.9627344,0.146666,18.10509471,18.58739757,19.38880264,20.9155269,22.9627344,25.51626345,28.43048732,30.56227989,32.14959054
"CDC","WTKG",0,"[84,85)",-1.236497304,23.16741888,0.147337375,18.25535252,18.74211363,19.55135989,21.09459707,23.16741888,25.75893543,28.72538282,30.90177938,32.52599493
"CDC","WTKG",0,"[85,86)",-1.249186293,23.37343341,0.148011715,18.4063661,18.89762965,19.71479476,21.2747126,23.37343341,26.00343881,29.02297867,31.24489263,32.90688716
"CDC","WTKG",0,"[86,87)",-1.261555446,23.58086145,0.148690256,18.55812709,19.05394835,19.87912757,21.45592408,23.58086145,26.24988395,29.32339625,31.59173734,33.29237745
"CDC","WTKG",0,"[87,88)",-1.273523619,23.78979096,0.149374297,18.71062426,19.21107044,20.044378,21.63828396,23.78979096,26.49838713,29.62676053,31.94242919,33.68256717
"CDC","WTKG",0,"[88,89)",-1.285013783,24.00031064,0.150065107,18.86384686,19.36899699,20.21056603,21.82184504,24.00031064,26.74906587,29.93319702,32.29708214,34.07755271
"CDC","WTKG",0,"[89,90)",-1.295952066,24.21251028,0.150763933,19.01778428,19.52772926,20.37771189,22.00666068,24.21251028,27.00203925,30.24283177,32.65580771,34.47742403
"CDC","WTKG",0,"[90,91)",-1.306268473,24.42648043,0.151471982,19.17242647,19.68726895,20.54583618,22.19278461,24.42648043,27.25742737,30.55579074,33.01871449,34.88226421
"CDC","WTKG",0,"[91,92)",-1.31589753,24.642312,0.152190413,19.32776424,19.84761848,20.71496001,22.38027095,24.642312,27.51535075,30.87219924,33.38590769,35.2921491
"CDC","WTKG",0,"[92,93)",-1.324778843,24.86009596,0.152920322,19.48378967,20.00878127,20.88510518,22.56917407,24.86009596,27.77592982,31.19218135,33.75748861,35.707147
"CDC","WTKG",0,"[93,94)",-1.332857581,25.07992303,0.153662731,19.64049642,20.17076208,21.05629437,22.75954858,25.07992303,28.03928438,31.51585929,34.13355425,36.12731836
"CDC","WTKG",0,"[94,95)",-1.340080195,25.30188584,0.154418635,19.79787788,20.33356558,21.22855059,22.95145019,25.30188584,28.30553622,31.8433549,34.51419632,36.55271218
"CDC","WTKG",0,"[95,96)",-1.346412105,25.52606977,0.155188768,19.95593574,20.49720276,21.40189997,23.14493249,25.52606977,28.57479705,32.17478161,34.89950266,36.98337837
"CDC","WTKG",0,"[96,97)",-1.351813296,25.75256528,0.155973912,20.1146687,20.66168259,21.57636833,23.34005152,25.75256528,28.84718437,32.51025437,35.28955426,37.41934991
"CDC","WTKG",0,"[97,98)",-1.356253969,25.9814599,0.156774684,20.27408001,20.82701772,21.75198362,23.53686295,25.9814599,29.12281085,32.84988252,35.68442647,37.86065382
"CDC","WTKG",0,"[98,99)",-1.359710858,26.2128399,0.157591579,20.43417606,20.9932234,21.92877558,23.73542282,26.2128399,29.40178631,33.19377093,36.08418823,38.30730842
"CDC","WTKG",0,"[99,100)",-1.362167159,26.44679027,0.158424964,20.59496663,21.16031766,22.10677591,23.93578761,26.44679027,29.68421748,33.54201944,36.48890176,38.75932329
"CDC","WTKG",0,"[100,101)",-1.363612378,26.68339457,0.159275071,20.75646502,21.32832161,22.28601843,24.13801431,26.68339457,29.97020767,33.8947225,36.89862215,39.21669915
"CDC","WTKG",0,"[101,102)",-1.364042106,26.92273494,0.160141995,20.91868832,21.49725951,22.46653924,24.34216053,26.92273494,30.25985653,34.25196875,37.31339712,39.67942783
"CDC","WTKG",0,"[102,103)",-1.363457829,27.16489199,0.161025689,21.08165758,21.66715902,22.64837687,24.54828458,27.16489199,30.5532598,34.61384061,37.73326669,40.14749235
"CDC","WTKG",0,"[103,104)",-1.361865669,27.40994539,0.161925976,21.24539741,21.83805093,22.83157226,24.7564457,27.40994539,30.85050986,34.98041447,38.15826287,40.62086606
"CDC","WTKG",0,"[104,105)",-1.35928261,27.65796978,0.162842452,21.40993987,22.00997207,23.01617007,24.96670281,27.65796978,31.15169009,35.35175676,38.5884101,41.09951874
"CDC","WTKG",0,"[105,106)",-1.355720571,27.90904433,0.163774719,21.57531575,22.18295884,23.20221593,25.17911785,27.90904433,31.45688766,35.72793225,39.02372343,41.58340237
"CDC","WTKG",0,"[106,107)",-1.351202536,28.16324264,0.164722138,21.74156399,22.35705429,23.38975956,25.39375238,28.16324264,31.76617973,36.10899472,39.46421007,42.07246636
"CDC","WTKG",0,"[107,108)",-1.345754408,28.42063744,0.165683945,21.90872739,22.53230492,23.57885344,25.61066925,28.42063744,32.07963965,36.49499102,39.90986854,42.56665066
"CDC","WTKG",0,"[108,109)",-1.339405453,28.68130005,0.166659247,22.07685313,22.70876108,23.769553,25.82993243,28.68130005,32.39733625,36.8859604,40.36068858,43.06588662
"CDC","WTKG",0,"[109,110)",-1.332188093,28.94530029,0.167647017,22.24599293,22.8864771,23.96191672,26.05160708,28.94530029,32.71933351,37.28193426,40.81665117,43.57009739
"CDC","WTKG",0,"[110,111)",-1.324137479,29.21270645,0.168646104,22.41620302,23.06551129,24.15600612,26.27575951,29.21270645,33.04569055,37.68293608,41.27772848,44.07919809
"CDC","WTKG",0,"[111,112)",-1.315291073,29.48358527,0.169655235,22.58754414,23.24592593,24.35188577,26.50245719,29.48358527,33.37646157,38.08898133,41.74388392,44.59309597
"CDC","WTKG",0,"[112,113)",-1.30568824,29.75800198,0.170673022,22.76008145,23.42778723,24.54962324,26.73176876,29.75800198,33.7116958,38.50007744,42.21507216,45.11169064
"CDC","WTKG",0,"[113,114)",-1.295369867,30.03602021,0.17169797,22.93388449,23.61116524,24.74928911,26.96376399,30.03602021,34.05143747,38.9162238,42.69123922,45.63487433
"CDC","WTKG",0,"[114,115)",-1.284374967,30.31770417,0.17272854,23.10902476,23.79613202,24.95095592,27.19851432,30.31770417,34.39572894,39.33741401,43.17232241,46.16252884
"CDC","WTKG",0,"[115,116)",-1.272750864,30.60311107,0.173762961,23.28558367,23.98276774,25.15470129,27.43609072,30.60311107,34.74459982,39.76362815,43.65825106,46.69453697
"CDC","WTKG",0,"[116,117)",-1.260539193,30.89230072,0.174799493,23.46364195,24.17115246,25.36060368,27.67656629,30.89230072,35.09808092,40.19484291,44.14894598,47.23076853
"CDC","WTKG",0,"[117,118)",-1.247783611,31.18532984,0.175836284,23.6432856,24.36137073,25.56874466,27.92001453,31.18532984,35.45619608,40.63102576,44.64432008,47.77108893
"CDC","WTKG",0,"[118,119)",-1.234527763,31.48225315,0.176871417,23.8246044,24.55351042,25.77920825,28.16650963,31.48225315,35.81896391,41.07213642,45.1442785,48.31535768
"CDC","WTKG",0,"[119,120)",-1.220815047,31.78312329,0.177902912,24.00769173,24.74766249,25.99208072,28.41612623,31.78312329,36.18639776,41.51812687,45.64871885,48.86342877
"CDC","WTKG",0,"[120,121)",-1.206688407,32.08799062,0.17892874,24.19264433,24.94392079,26.20745042,28.66893932,32.08799062,36.55850564,41.96894158,46.15753154,49.41515104
"CDC","WTKG",0,"[121,122)",-1.19219015,32.39690313,0.17994683,24.37956211,25.14238189,26.42540754,28.92502395,32.39690313,36.9352902,42.42451755,46.67060006,49.97036852
"CDC","WTKG",0,"[122,123)",-1.177361786,32.7099062,0.180955078,24.5685479,25.34314479,26.64604388,29.18445509,32.7099062,37.31674867,42.88478457,47.18780128,50.52892088
"CDC","WTKG",0,"[123,124)",-1.162243894,33.02704244,0.181951361,24.75970717,25.54631065,26.86945259,29.44730733,33.02704244,37.70287276,43.34966531,47.70900582,51.09064381
"CDC","WTKG",0,"[124,125)",-1.146876007,33.34835148,0.182933537,24.95314776,25.75198256,27.09572788,29.7136546,33.34835148,38.09364865,43.81907554,48.23407839,51.65536941
"CDC","WTKG",0,"[125,126)",-1.131296524,33.67386973,0.183899465,25.14897956,25.96026515,27.32496472,29.98356997,33.67386973,38.48905687,44.29292431,48.76287816,52.22292668
"CDC","WTKG",0,"[126,127)",-1.115542634,34.00363017,0.184847006,25.3473142,26.17126436,27.55725852,30.25712523,34.00363017,38.88907228,44.77111415,49.29525914,52.79314187
"CDC","WTKG",0,"[127,128)",-1.099650267,34.33766207,0.185774041,25.54826471,26.38508699,27.79270478,30.53439065,34.33766207,39.29366396,45.2535413,49.83107058,53.36583897
"CDC","WTKG",0,"[128,129)",-1.083654055,34.67599076,0.18667847,25.75194512,26.60184044,28.03139872,30.8154346,34.67599076,39.70279517,45.74009589,50.37015732,53.94084012
"CDC","WTKG",0,"[129,130)",-1.067587314,35.01863732,0.187558229,25.95847011,26.82163224,28.27343489,31.1003232,35.01863732,40.11642323,46.23066219,50.91236024,54.51796605
"CDC","WTKG",0,"[130,131)",-1.051482972,35.36561737,0.18841128,26.16795559,27.0445704,28.51890714,31.38911963,35.36561737,40.53449819,46.72511793,51.45751679,55.09703793
"CDC","WTKG",0,"[131,132)",-1.035367321,35.71694723,0.189235738,26.38051177,27.27075818,28.76790586,31.6818858,35.71694723,40.95697152,47.22334049,52.00546039,55.67786843
"CDC","WTKG",0,"[132,133)",-1.019277299,36.07262569,0.190029545,26.59626062,27.50030694,29.02052392,31.97867622,36.07262569,41.38377162,47.72519072,52.55602363,56.26028801
"CDC","WTKG",0,"[133,134)",-1.003235326,36.43265996,0.190790973,26.81530934,27.73331628,29.27684696,32.27954601,36.43265996,41.81483955,48.23053714,53.10903452,56.84410756
"CDC","WTKG",0,"[134,135)",-0.987269866,36.79704392,0.191518224,27.03777112,27.96988937,29.53696045,32.58454356,36.79704392,42.25009969,48.73923662,53.66432034,57.42914961
"CDC","WTKG",0,"[135,136)",-0.971406609,37.1657671,0.192209619,27.26375553,28.21012567,29.80094595,32.89371309,37.1657671,42.68947235,49.25114312,54.22170647,58.01523548
"CDC","WTKG",0,"[136,137)",-0.955670107,37.53881268,0.192863569,27.49336962,28.45412164,30.06888124,33.20709368,37.53881268,43.13287143,49.76610635,54.7810171,58.60218796
"CDC","WTKG",0,"[137,138)",-0.940083834,37.91615721,0.193478582,27.72671746,28.70197022,30.34083979,33.52471882,37.91615721,43.58020437,50.28397203,55.34207557,59.18983178
"CDC","WTKG",0,"[138,139)",-0.924670244,38.2977703,0.194053274,27.96389959,28.95376036,30.61689027,33.84661596,38.2977703,44.03137211,50.80458216,55.90470472,59.77799389
"CDC","WTKG",0,"[139,140)",-0.909450843,38.6836143,0.194586368,28.20501252,29.20957645,30.89709604,34.17280606,38.6836143,44.48626901,51.32777521,56.46872726,60.36650388
"CDC","WTKG",0,"[140,141)",-0.894446258,39.07364401,0.195076705,28.4501482,29.46949781,31.18151463,34.50330312,39.07364401,44.94478284,51.85338637,57.03396609,60.95519425
"CDC","WTKG",0,"[141,142)",-0.879676305,39.46780643,0.195523246,28.69939347,29.73359819,31.47019723,34.83811379,39.46780643,45.40679475,52.38124777,57.6002446,61.54390076
"CDC","WTKG",0,"[142,143)",-0.865160071,39.86604044,0.195925079,28.95282957,30.00194519,31.76318818,35.17723687,39.86604044,45.8721792,52.91118868,58.167387,62.13246268
"CDC","WTKG",0,"[143,144)",-0.850915987,40.26827652,0.196281418,29.21053153,30.27459974,32.06052445,35.52066292,40.26827652,46.34080401,53.44303574,58.73521857,62.72072311
"CDC","WTKG",0,"[144,145)",-0.836961905,40.67443658,0.196591612,29.47256769,30.55161562,32.36223514,35.8683738,40.67443658,46.81253029,53.97661318,59.30356596,63.30852916
"CDC","WTKG",0,"[145,146)",-0.823315176,41.08443363,0.19685514,29.73899917,30.83303885,32.66834099,36.22034231,41.08443363,47.28721249,54.51174297,59.87225739,63.89573222
"CDC","WTKG",0,"[146,147)",-0.809992726,41.49817164,0.19707162,30.00987927,31.11890724,32.97885387,36.57653175,41.49817164,47.76469837,55.04824506,60.44112289,64.48218816
"CDC","WTKG",0,"[147,148)",-0.797011132,41.91554528,0.197240806,30.28525305,31.40924987,33.29377635,36.9368956,41.91554528,48.24482905,55.58593751,61.00999451,65.06775743
"CDC","WTKG",0,"[148,149)",-0.784386693,42.33643978,0.197362591,30.56515671,31.70408654,33.61310119,37.3013771,42.33643978,48.72743903,56.1246367,61.5787065,65.65230527
"CDC","WTKG",0,"[149,150)",-0.772135506,42.76073078,0.197437004,30.84961718,32.00342738,33.93681092,37.669909,42.76073078,49.21235624,56.66415748,62.14709543,66.23570179
